hs6,hs6_description,ucc,ucc_description,confidence,confidence_score,match_method,notes
490191,"Printed matter; dictionaries, encyclopaedias and serial instalments thereof",320233,CLOCKS AND OTHER HOUSEHOLD DECORATIVE ITEMS,LOW,35,semantic_similarity,semantic_similarity: related: textile products
490191,"Printed matter; dictionaries, encyclopaedias and serial instalments thereof",320345,"DINNERWARE, GLASSWARE, SERVING PIECES",LOW,35,semantic_similarity,semantic_similarity: related: textile products
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",590110,NEWSPAPERS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",590110,NEWSPAPERS,HIGH,100,exact_keyword,exact_keyword: newspapers
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",590220,BOOKS THRU BOOK CLUBS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",990940,MATERIAL FOR FINISHING BASEMENTS AND,LOW,33,exact_keyword,exact_keyword: material
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",590110,NEWSPAPERS,HIGH,100,exact_keyword,exact_keyword: newspapers
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",590220,BOOKS THRU BOOK CLUBS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",990940,MATERIAL FOR FINISHING BASEMENTS AND,LOW,33,exact_keyword,exact_keyword: material
490300,"Printed matter; children's picture, drawing or colouring books",050900,"MUTTON, GOAT AND GAME",MEDIUM,65,semantic_category,semantic_category: both in 'toys'
490300,"Printed matter; children's picture, drawing or colouring books",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490300,"Printed matter; children's picture, drawing or colouring books",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490300,"Printed matter; children's picture, drawing or colouring books",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490300,"Printed matter; children's picture, drawing or colouring books",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490300,"Printed matter; children's picture, drawing or colouring books",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490300,"Printed matter; children's picture, drawing or colouring books",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490300,"Printed matter; children's picture, drawing or colouring books",310231,VIDEO GAME SOFTWARE,MEDIUM,65,semantic_category,semantic_category: both in 'toys'
490300,"Printed matter; children's picture, drawing or colouring books",310232,VIDEO GAME HARDWARE AND ACCESSORIES,MEDIUM,65,semantic_category,semantic_category: both in 'toys'
490300,"Printed matter; children's picture, drawing or colouring books",310400,"APPLICATIONS, GAMES, RINGTONES FOR HANDHELD DEVICES",MEDIUM,65,semantic_category,semantic_category: both in 'toys'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",590110,NEWSPAPERS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490400,"Music; printed or in manuscript, whether or not bound or illustrated",590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,590110,NEWSPAPERS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490510,Globes; printed,590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",590220,BOOKS THRU BOOK CLUBS,HIGH,80,semantic_category,semantic_category: 'book' → 'book'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",590230,BOOKS NOT THRU BOOK CLUBS,HIGH,80,semantic_category,semantic_category: 'book' → 'book'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",690118,DIGITAL BOOK READERS,HIGH,80,semantic_category,semantic_category: 'book' → 'book'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",590110,NEWSPAPERS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",590220,BOOKS THRU BOOK CLUBS,HIGH,80,semantic_category,semantic_category: 'book' → 'book'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",590230,BOOKS NOT THRU BOOK CLUBS,HIGH,80,semantic_category,semantic_category: 'book' → 'book'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",690118,DIGITAL BOOK READERS,HIGH,80,semantic_category,semantic_category: 'book' → 'book'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",590110,NEWSPAPERS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",060210,FRESH AND FROZEN CHICKEN PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",170210,OTHER CARBONATED DRINKS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",170531,OTHER NONCARBONATED BEVERAGES AND ICE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",270104,PHONE CARDS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",340210,BABYSITTING AND CHILD CARE,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",340906,"CARE FOR ELDERLY, INVALIDS, HANDICAPPED, ETC.",MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",340910,ADULT DAY CARE CENTERS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",450110,NEW CARS,MEDIUM,65,semantic_category,semantic_category: both in 'vehicles'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",340110,POSTAGE,HIGH,100,exact_keyword,exact_keyword: postage
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",590110,NEWSPAPERS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",610140,STAMP AND COIN COLLECTING,LOW,33,exact_keyword,exact_keyword: stamp
490810,"Printed matter; transfers (decalcomanias), vitrifiable",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490810,"Printed matter; transfers (decalcomanias), vitrifiable",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490810,"Printed matter; transfers (decalcomanias), vitrifiable",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490810,"Printed matter; transfers (decalcomanias), vitrifiable",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490810,"Printed matter; transfers (decalcomanias), vitrifiable",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490810,"Printed matter; transfers (decalcomanias), vitrifiable",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490810,"Printed matter; transfers (decalcomanias), vitrifiable",330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490810,"Printed matter; transfers (decalcomanias), vitrifiable",330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490810,"Printed matter; transfers (decalcomanias), vitrifiable",590110,NEWSPAPERS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490810,"Printed matter; transfers (decalcomanias), vitrifiable",590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",230112,PAINTING AND PAPERING,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",240111,"PAINT, WALLPAPER, AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",240112,"PAINTS, WALLPAPER AND SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",240113,"PAINTS, WALLPAPER, SUPPLIES",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",330310,"CLEANSING AND TOILET TISSUE, PAPER TOWELS AND NAPKIN",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",330410,"STATIONERY, STATIONERY SUPPLIES, GIFTWRAP",MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",590110,NEWSPAPERS,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",590210,MAGAZINES,MEDIUM,65,semantic_category,semantic_category: both in 'books_paper'
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",340210,BABYSITTING AND CHILD CARE,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",450350,CAR/TRUCK LEASE PAYMENTS,MEDIUM,70,semantic_category,semantic_category: multiple matches (2)
